timestamp,api_latency_ms,cpu_usage_pct,error_rate_pct,avg_payload_kb
2026-04-19 08:10:40,108,31,3,591
2026-04-19 08:11:40,261,69,0,498
2026-04-19 08:12:40,114,47,0,586
2026-04-19 08:13:40,184,45,1,609
2026-04-19 08:14:40,214,30,3,729
2026-04-19 08:15:40,284,57,3,743
2026-04-19 08:16:40,188,56,1,150
2026-04-19 08:17:40,289,67,2,792
2026-04-19 08:18:40,207,53,1,610
2026-04-19 08:19:40,191,31,2,636
2026-04-19 08:20:40,172,32,2,784
2026-04-19 08:21:40,225,61,0,152
2026-04-19 08:22:40,263,42,0,502
2026-04-19 08:23:40,129,41,0,162
2026-04-19 08:24:40,111,49,0,258
2026-04-19 08:25:40,201,58,3,661
2026-04-19 08:26:40,242,43,3,268
2026-04-19 08:27:40,145,75,2,557
2026-04-19 08:28:40,174,71,1,228
2026-04-19 08:29:40,128,74,1,245
2026-04-19 08:30:40,117,69,3,794
2026-04-19 08:31:40,129,60,0,632
2026-04-19 08:32:40,118,35,1,359
2026-04-19 08:33:40,109,72,0,792
2026-04-19 08:34:40,233,51,0,393
2026-04-19 08:35:40,132,52,1,288
2026-04-19 08:36:40,214,60,3,219
2026-04-19 08:37:40,227,71,0,327
2026-04-19 08:38:40,143,30,0,607
2026-04-19 08:39:40,245,45,1,183
2026-04-19 08:40:40,211,63,2,258
2026-04-19 08:41:40,257,47,0,338
2026-04-19 08:42:40,131,49,3,251
2026-04-19 08:43:40,178,38,3,289
2026-04-19 08:44:40,133,58,1,345
2026-04-19 08:45:40,273,60,2,331
2026-04-19 08:46:40,271,73,0,620
2026-04-19 08:47:40,110,32,0,755
2026-04-19 08:48:40,259,75,3,530
2026-04-19 08:49:40,211,68,3,398
2026-04-19 08:50:40,148,30,0,529
2026-04-19 08:51:40,292,42,2,603
2026-04-19 08:52:40,153,31,2,602
2026-04-19 08:53:40,271,56,3,663
2026-04-19 08:54:40,122,30,3,799
2026-04-19 08:55:40,191,67,0,569
2026-04-19 08:56:40,184,52,1,591
2026-04-19 08:57:40,129,58,2,172
2026-04-19 08:58:40,248,49,3,381
2026-04-19 08:59:40,183,59,0,240
2026-04-19 09:00:40,251,41,1,481
2026-04-19 09:01:40,114,38,2,677
2026-04-19 09:02:40,290,66,3,715
2026-04-19 09:03:40,282,64,3,702
2026-04-19 09:04:40,202,75,3,232
2026-04-19 09:05:40,256,35,2,602
2026-04-19 09:06:40,109,61,2,694
2026-04-19 09:07:40,217,59,2,295
2026-04-19 09:08:40,281,62,3,723
2026-04-19 09:09:40,299,55,2,475
2026-04-19 09:10:40,165,74,1,780
2026-04-19 09:11:40,190,30,0,631
2026-04-19 09:12:40,254,64,2,577
2026-04-19 09:13:40,193,43,0,374
2026-04-19 09:14:40,266,47,1,256
2026-04-19 09:15:40,241,62,1,563
2026-04-19 09:16:40,284,53,0,758
2026-04-19 09:17:40,262,72,0,299
2026-04-19 09:18:40,289,40,3,570
2026-04-19 09:19:40,299,57,3,597
2026-04-19 09:20:40,190,46,2,470
2026-04-19 09:21:40,292,53,3,501
2026-04-19 09:22:40,275,47,1,367
2026-04-19 09:23:40,100,70,0,702
2026-04-19 09:24:40,122,66,1,454
2026-04-19 09:25:40,188,57,1,584
2026-04-19 09:26:40,258,61,1,611
2026-04-19 09:27:40,115,73,0,306
2026-04-19 09:28:40,272,50,2,424
2026-04-19 09:29:40,113,57,2,768
2026-04-19 09:30:40,223,63,0,354
2026-04-19 09:31:40,182,75,1,652
2026-04-19 09:32:40,236,34,3,156
2026-04-19 09:33:40,174,48,0,626
2026-04-19 09:34:40,280,67,3,523
2026-04-19 09:35:40,206,32,2,697
2026-04-19 09:36:40,106,68,3,679
2026-04-19 09:37:40,261,59,0,620
2026-04-19 09:38:40,194,74,1,566
2026-04-19 09:39:40,223,44,2,583
2026-04-19 09:40:40,253,36,2,465
2026-04-19 09:41:40,183,63,3,195
2026-04-19 09:42:40,261,58,1,406
2026-04-19 09:43:40,107,73,3,526
2026-04-19 09:44:40,296,44,1,694
2026-04-19 09:45:40,275,62,3,776
2026-04-19 09:46:40,150,73,1,430
2026-04-19 09:47:40,212,34,2,652
2026-04-19 09:48:40,135,65,0,270
2026-04-19 09:49:40,134,62,2,179
2026-04-19 09:50:40,231,50,1,162
2026-04-19 09:51:40,162,40,2,465
2026-04-19 09:52:40,190,71,1,334
2026-04-19 09:53:40,295,54,3,181
2026-04-19 09:54:40,300,49,1,177
2026-04-19 09:55:40,281,46,1,488
2026-04-19 09:56:40,271,30,3,546
2026-04-19 09:57:40,154,55,0,694
2026-04-19 09:58:40,198,52,0,304
2026-04-19 09:59:40,261,44,2,328
2026-04-19 10:00:40,232,40,0,785
2026-04-19 10:01:40,274,46,2,664
2026-04-19 10:02:40,154,37,2,193
2026-04-19 10:03:40,223,38,0,412
2026-04-19 10:04:40,139,49,2,523
2026-04-19 10:05:40,236,37,0,415
2026-04-19 10:06:40,190,55,0,154
2026-04-19 10:07:40,260,58,0,448
2026-04-19 10:08:40,281,71,0,388
2026-04-19 10:09:40,225,47,2,523
2026-04-19 10:10:40,251,63,3,210
2026-04-19 10:11:40,143,40,0,457
2026-04-19 10:12:40,178,36,1,633
2026-04-19 10:13:40,223,62,0,488
2026-04-19 10:14:40,161,47,0,452
2026-04-19 10:15:40,278,54,1,431
2026-04-19 10:16:40,228,58,3,245
2026-04-19 10:17:40,191,59,0,709
2026-04-19 10:18:40,148,58,0,283
2026-04-19 10:19:40,206,53,0,219
2026-04-19 10:20:40,228,45,2,279
2026-04-19 10:21:40,172,61,2,592
2026-04-19 10:22:40,158,72,1,712
2026-04-19 10:23:40,183,43,0,338
2026-04-19 10:24:40,205,64,3,493
2026-04-19 10:25:40,283,42,3,492
2026-04-19 10:26:40,294,48,3,231
2026-04-19 10:27:40,196,57,3,728
2026-04-19 10:28:40,185,31,0,373
2026-04-19 10:29:40,187,71,1,646
2026-04-19 10:30:40,220,68,3,381
2026-04-19 10:31:40,228,75,1,336
2026-04-19 10:32:40,119,68,2,185
2026-04-19 10:33:40,152,58,1,342
2026-04-19 10:34:40,279,34,0,670
2026-04-19 10:35:40,194,51,2,672
2026-04-19 10:36:40,257,48,0,738
2026-04-19 10:37:40,108,75,0,768
2026-04-19 10:38:40,300,37,1,724
2026-04-19 10:39:40,121,58,0,639
2026-04-19 10:40:40,201,45,1,530
2026-04-19 10:41:40,262,39,3,407
2026-04-19 10:42:40,159,35,2,158
2026-04-19 10:43:40,240,44,1,366
2026-04-19 10:44:40,135,41,0,579
2026-04-19 10:45:40,208,36,2,222
2026-04-19 10:46:40,256,70,2,193
2026-04-19 10:47:40,167,44,0,364
2026-04-19 10:48:40,194,42,3,734
2026-04-19 10:49:40,147,54,2,288
2026-04-19 10:50:40,275,51,2,662
2026-04-19 10:51:40,273,56,1,800
2026-04-19 10:52:40,216,68,2,460
2026-04-19 10:53:40,126,38,3,673
2026-04-19 10:54:40,142,70,2,412
2026-04-19 10:55:40,236,50,0,508
2026-04-19 10:56:40,234,49,3,619
2026-04-19 10:57:40,288,71,0,154
2026-04-19 10:58:40,102,42,2,270
2026-04-19 10:59:40,240,42,2,492
2026-04-19 11:00:40,168,69,1,626
2026-04-19 11:01:40,292,30,1,157
2026-04-19 11:02:40,153,53,0,430
2026-04-19 11:03:40,213,59,0,174
2026-04-19 11:04:40,140,63,2,272
2026-04-19 11:05:40,116,30,2,531
2026-04-19 11:06:40,121,56,2,796
2026-04-19 11:07:40,271,42,1,336
2026-04-19 11:08:40,172,38,1,399
2026-04-19 11:09:40,258,56,0,700
2026-04-19 11:10:40,184,67,1,525
2026-04-19 11:11:40,161,51,0,434
2026-04-19 11:12:40,265,60,1,540
2026-04-19 11:13:40,240,64,3,302
2026-04-19 11:14:40,126,68,1,725
2026-04-19 11:15:40,239,60,0,523
2026-04-19 11:16:40,282,62,1,635
2026-04-19 11:17:40,154,71,2,365
2026-04-19 11:18:40,137,67,1,538
2026-04-19 11:19:40,297,65,0,174
2026-04-19 11:20:40,145,53,2,316
2026-04-19 11:21:40,188,44,3,438
2026-04-19 11:22:40,109,31,2,284
2026-04-19 11:23:40,233,57,3,490
2026-04-19 11:24:40,218,44,1,733
2026-04-19 11:25:40,230,72,1,674
2026-04-19 11:26:40,153,41,1,633
2026-04-19 11:27:40,283,66,0,258
2026-04-19 11:28:40,143,49,0,365
2026-04-19 11:29:40,200,41,0,270
2026-04-19 11:30:40,135,62,3,324
2026-04-19 11:31:40,230,61,3,540
2026-04-19 11:32:40,200,36,0,518
2026-04-19 11:33:40,261,37,3,485
2026-04-19 11:34:40,233,33,0,635
2026-04-19 11:35:40,123,52,2,687
2026-04-19 11:36:40,275,61,1,426
2026-04-19 11:37:40,183,67,0,367
2026-04-19 11:38:40,254,75,0,332
2026-04-19 11:39:40,176,67,3,589
2026-04-19 11:40:40,168,56,3,626
2026-04-19 11:41:40,227,34,2,369
2026-04-19 11:42:40,130,35,3,224
2026-04-19 11:43:40,106,74,2,277
2026-04-19 11:44:40,166,66,3,373
2026-04-19 11:45:40,193,36,3,195
2026-04-19 11:46:40,252,50,0,728
2026-04-19 11:47:40,147,33,1,664
2026-04-19 11:48:40,299,45,3,439
2026-04-19 11:49:40,260,67,1,421
2026-04-19 11:50:40,292,51,0,350
2026-04-19 11:51:40,124,55,3,596
2026-04-19 11:52:40,235,42,0,392
2026-04-19 11:53:40,101,35,3,576
2026-04-19 11:54:40,167,63,1,548
2026-04-19 11:55:40,171,40,1,444
2026-04-19 11:56:40,254,32,2,233
2026-04-19 11:57:40,275,34,3,166
2026-04-19 11:58:40,195,53,1,791
2026-04-19 11:59:40,237,40,0,335
2026-04-19 12:00:40,254,35,0,439
2026-04-19 12:01:40,125,33,1,608
2026-04-19 12:02:40,178,66,3,527
2026-04-19 12:03:40,265,74,2,344
2026-04-19 12:04:40,287,67,0,339
2026-04-19 12:05:40,116,36,1,756
2026-04-19 12:06:40,292,59,0,606
2026-04-19 12:07:40,186,33,2,188
2026-04-19 12:08:40,270,37,1,477
2026-04-19 12:09:40,130,69,0,753
2026-04-19 12:10:40,121,69,1,448
2026-04-19 12:11:40,295,42,3,532
2026-04-19 12:12:40,245,74,1,508
2026-04-19 12:13:40,177,34,3,759
2026-04-19 12:14:40,189,62,3,754
2026-04-19 12:15:40,250,63,0,766
2026-04-19 12:16:40,252,32,3,524
2026-04-19 12:17:40,139,65,2,616
2026-04-19 12:18:40,150,63,3,492
2026-04-19 12:19:40,277,39,2,606
2026-04-19 12:20:40,226,61,2,182
2026-04-19 12:21:40,212,58,3,766
2026-04-19 12:22:40,142,41,3,687
2026-04-19 12:23:40,135,69,2,241
2026-04-19 12:24:40,125,66,0,559
2026-04-19 12:25:40,111,53,0,551
2026-04-19 12:26:40,102,38,1,463
2026-04-19 12:27:40,190,46,3,505
2026-04-19 12:28:40,149,45,2,366
2026-04-19 12:29:40,277,38,3,306
2026-04-19 12:30:40,176,75,3,289
2026-04-19 12:31:40,114,48,0,412
2026-04-19 12:32:40,198,51,0,273
2026-04-19 12:33:40,211,38,3,319
2026-04-19 12:34:40,107,67,1,547
2026-04-19 12:35:40,142,44,3,204
2026-04-19 12:36:40,145,72,1,772
2026-04-19 12:37:40,267,71,3,622
2026-04-19 12:38:40,107,45,2,446
2026-04-19 12:39:40,229,52,2,160
2026-04-19 12:40:40,149,45,0,567
2026-04-19 12:41:40,295,57,1,370
2026-04-19 12:42:40,106,47,3,237
2026-04-19 12:43:40,117,56,2,408
2026-04-19 12:44:40,172,35,0,410
2026-04-19 12:45:40,287,70,2,766
2026-04-19 12:46:40,162,63,1,701
2026-04-19 12:47:40,193,69,0,704
2026-04-19 12:48:40,272,55,2,439
2026-04-19 12:49:40,100,37,0,571
2026-04-19 12:50:40,262,37,0,355
2026-04-19 12:51:40,268,37,2,694
2026-04-19 12:52:40,295,46,1,208
2026-04-19 12:53:40,251,71,0,717
2026-04-19 12:54:40,152,62,2,321
2026-04-19 12:55:40,250,57,3,505
2026-04-19 12:56:40,193,57,0,773
2026-04-19 12:57:40,285,37,1,799
2026-04-19 12:58:40,249,74,0,376
2026-04-19 12:59:40,297,58,3,517
2026-04-19 13:00:40,293,73,3,714
2026-04-19 13:01:40,190,55,1,549
2026-04-19 13:02:40,282,38,1,681
2026-04-19 13:03:40,112,75,0,601
2026-04-19 13:04:40,281,57,1,272
2026-04-19 13:05:40,155,38,2,680
2026-04-19 13:06:40,114,48,0,561
2026-04-19 13:07:40,250,31,1,156
2026-04-19 13:08:40,151,45,0,293
2026-04-19 13:09:40,275,55,0,386
2026-04-19 13:10:40,195,72,2,245
2026-04-19 13:11:40,214,50,0,341
2026-04-19 13:12:40,124,73,0,586
2026-04-19 13:13:40,137,51,1,565
2026-04-19 13:14:40,146,37,1,527
2026-04-19 13:15:40,186,40,0,341
2026-04-19 13:16:40,219,71,1,246
2026-04-19 13:17:40,242,75,0,481
2026-04-19 13:18:40,244,66,2,572
2026-04-19 13:19:40,232,33,1,773
2026-04-19 13:20:40,283,36,0,532
2026-04-19 13:21:40,278,35,2,669
2026-04-19 13:22:40,162,74,1,389
2026-04-19 13:23:40,224,50,2,518
2026-04-19 13:24:40,210,75,0,602
2026-04-19 13:25:40,280,39,1,573
2026-04-19 13:26:40,288,75,3,601
2026-04-19 13:27:40,201,62,2,640
2026-04-19 13:28:40,240,65,2,185
2026-04-19 13:29:40,220,43,0,639
2026-04-19 13:30:40,112,51,0,228
2026-04-19 13:31:40,181,39,3,495
2026-04-19 13:32:40,184,37,1,247
2026-04-19 13:33:40,162,73,2,485
2026-04-19 13:34:40,294,74,3,389
2026-04-19 13:35:40,105,42,0,642
2026-04-19 13:36:40,153,57,0,285
2026-04-19 13:37:40,101,49,0,323
2026-04-19 13:38:40,138,68,2,612
2026-04-19 13:39:40,175,71,2,317
2026-04-19 13:40:40,286,67,2,243
2026-04-19 13:41:40,138,72,1,702
2026-04-19 13:42:40,247,33,0,581
2026-04-19 13:43:40,248,68,3,677
2026-04-19 13:44:40,249,57,1,789
2026-04-19 13:45:40,213,48,3,240
2026-04-19 13:46:40,250,37,0,749
2026-04-19 13:47:40,100,70,3,758
2026-04-19 13:48:40,260,45,1,464
2026-04-19 13:49:40,168,69,0,319
2026-04-19 13:50:40,246,59,3,619
2026-04-19 13:51:40,279,39,3,751
2026-04-19 13:52:40,251,55,0,326
2026-04-19 13:53:40,288,68,3,337
2026-04-19 13:54:40,205,35,2,299
2026-04-19 13:55:40,246,45,1,420
2026-04-19 13:56:40,269,37,0,520
2026-04-19 13:57:40,124,71,0,699
2026-04-19 13:58:40,147,60,0,782
2026-04-19 13:59:40,197,72,2,770
2026-04-19 14:00:40,236,40,1,310
2026-04-19 14:01:40,149,43,2,731
2026-04-19 14:02:40,151,41,3,340
2026-04-19 14:03:40,286,33,1,214
2026-04-19 14:04:40,102,48,0,177
2026-04-19 14:05:40,264,61,3,738
2026-04-19 14:06:40,171,66,3,388
2026-04-19 14:07:40,225,35,0,620
2026-04-19 14:08:40,154,42,1,777
2026-04-19 14:09:40,113,40,0,402
2026-04-19 14:10:40,187,65,2,645
2026-04-19 14:11:40,173,36,2,633
2026-04-19 14:12:40,114,35,0,792
2026-04-19 14:13:40,289,56,1,192
2026-04-19 14:14:40,238,72,3,686
2026-04-19 14:15:40,280,33,2,473
2026-04-19 14:16:40,249,64,0,512
2026-04-19 14:17:40,272,74,3,633
2026-04-19 14:18:40,248,30,1,355
2026-04-19 14:19:40,122,37,1,466
2026-04-19 14:20:40,225,60,1,368
2026-04-19 14:21:40,191,53,1,605
2026-04-19 14:22:40,255,70,3,734
2026-04-19 14:23:40,267,35,0,619
2026-04-19 14:24:40,249,63,2,409
2026-04-19 14:25:40,196,37,3,660
2026-04-19 14:26:40,194,37,2,700
2026-04-19 14:27:40,250,32,2,252
2026-04-19 14:28:40,227,75,3,461
2026-04-19 14:29:40,292,60,0,563
2026-04-19 14:30:40,188,52,0,781
2026-04-19 14:31:40,147,43,0,327
2026-04-19 14:32:40,184,71,3,341
2026-04-19 14:33:40,125,73,0,564
2026-04-19 14:34:40,132,34,2,341
2026-04-19 14:35:40,218,31,2,163
2026-04-19 14:36:40,237,32,2,545
2026-04-19 14:37:40,240,52,3,241
2026-04-19 14:38:40,231,62,2,698
2026-04-19 14:39:40,260,46,1,296
2026-04-19 14:40:40,205,51,0,538
2026-04-19 14:41:40,160,56,2,366
2026-04-19 14:42:40,118,73,3,197
2026-04-19 14:43:40,252,31,0,559
2026-04-19 14:44:40,134,49,3,443
2026-04-19 14:45:40,201,59,1,431
2026-04-19 14:46:40,258,64,3,276
2026-04-19 14:47:40,225,53,1,490
2026-04-19 14:48:40,137,63,3,218
2026-04-19 14:49:40,102,46,0,674
2026-04-19 14:50:40,119,30,1,667
2026-04-19 14:51:40,204,51,0,777
2026-04-19 14:52:40,151,49,2,338
2026-04-19 14:53:40,290,74,0,456
2026-04-19 14:54:40,255,38,2,770
2026-04-19 14:55:40,264,63,3,492
2026-04-19 14:56:40,203,51,2,301
2026-04-19 14:57:40,185,69,2,259
2026-04-19 14:58:40,245,50,1,732
2026-04-19 14:59:40,206,72,1,320
2026-04-19 15:00:40,172,57,1,541
2026-04-19 15:01:40,158,30,2,227
2026-04-19 15:02:40,199,73,0,348
2026-04-19 15:03:40,127,67,3,286
2026-04-19 15:04:40,179,50,3,229
2026-04-19 15:05:40,110,60,1,729
2026-04-19 15:06:40,274,39,3,715
2026-04-19 15:07:40,144,42,2,438
2026-04-19 15:08:40,136,71,3,635
2026-04-19 15:09:40,254,73,2,380
2026-04-19 15:10:40,256,55,0,744
2026-04-19 15:11:40,201,43,0,690
2026-04-19 15:12:40,116,73,0,775
2026-04-19 15:13:40,120,43,1,491
2026-04-19 15:14:40,193,32,1,439
2026-04-19 15:15:40,270,69,0,761
2026-04-19 15:16:40,211,47,3,700
2026-04-19 15:17:40,191,65,1,347
2026-04-19 15:18:40,287,46,3,170
2026-04-19 15:19:40,253,68,1,150
2026-04-19 15:20:40,228,56,1,777
2026-04-19 15:21:40,250,62,1,253
2026-04-19 15:22:40,206,40,1,279
2026-04-19 15:23:40,181,73,2,564
2026-04-19 15:24:40,271,68,2,308
2026-04-19 15:25:40,250,34,0,727
2026-04-19 15:26:40,175,57,3,311
2026-04-19 15:27:40,213,33,3,667
2026-04-19 15:28:40,257,65,2,741
2026-04-19 15:29:40,129,48,1,620
2026-04-19 15:30:40,252,34,2,470
2026-04-19 15:31:40,296,67,3,670
2026-04-19 15:32:40,245,51,2,199
2026-04-19 15:33:40,152,68,0,364
2026-04-19 15:34:40,235,41,1,316
2026-04-19 15:35:40,154,72,3,566
2026-04-19 15:36:40,288,72,0,427
2026-04-19 15:37:40,168,43,3,543
2026-04-19 15:38:40,120,60,0,745
2026-04-19 15:39:40,264,58,1,762
2026-04-19 15:40:40,267,75,0,718
2026-04-19 15:41:40,222,68,1,278
2026-04-19 15:42:40,165,40,2,269
2026-04-19 15:43:40,231,43,3,168
2026-04-19 15:44:40,219,57,0,617
2026-04-19 15:45:40,101,62,0,565
2026-04-19 15:46:40,190,42,3,618
2026-04-19 15:47:40,138,73,2,630
2026-04-19 15:48:40,274,30,2,765
2026-04-19 15:49:40,106,30,1,329
2026-04-19 15:50:40,172,40,3,352
2026-04-19 15:51:40,195,33,1,314
2026-04-19 15:52:40,181,42,1,209
2026-04-19 15:53:40,197,51,3,166
2026-04-19 15:54:40,175,37,0,530
2026-04-19 15:55:40,208,43,0,493
2026-04-19 15:56:40,202,67,2,614
2026-04-19 15:57:40,109,56,0,614
2026-04-19 15:58:40,234,61,0,539
2026-04-19 15:59:40,258,75,3,602
2026-04-19 16:00:40,104,45,0,794
2026-04-19 16:01:40,133,74,1,291
2026-04-19 16:02:40,105,67,1,404
2026-04-19 16:03:40,117,34,3,707
2026-04-19 16:04:40,264,48,1,308
2026-04-19 16:05:40,273,30,2,458
2026-04-19 16:06:40,171,34,0,520
2026-04-19 16:07:40,252,54,3,229
2026-04-19 16:08:40,154,65,0,326
2026-04-19 16:09:40,230,30,1,765
2026-04-19 16:10:40,104,30,1,545
2026-04-19 16:11:40,199,52,3,290
2026-04-19 16:12:40,263,34,1,632
2026-04-19 16:13:40,172,36,3,472
2026-04-19 16:14:40,102,61,3,746
2026-04-19 16:15:40,286,34,2,177
2026-04-19 16:16:40,300,72,2,455
2026-04-19 16:17:40,192,62,3,445
2026-04-19 16:18:40,234,62,3,652
2026-04-19 16:19:40,113,59,0,283
2026-04-19 16:20:40,106,42,1,371
2026-04-19 16:21:40,121,65,3,789
2026-04-19 16:22:40,166,53,3,510
2026-04-19 16:23:40,267,67,3,156
2026-04-19 16:24:40,132,65,2,751
2026-04-19 16:25:40,174,49,2,679
2026-04-19 16:26:40,261,62,3,179
2026-04-19 16:27:40,282,71,0,679
2026-04-19 16:28:40,182,47,0,505
2026-04-19 16:29:40,126,58,0,641
2026-04-19 16:30:40,227,38,1,357
2026-04-19 16:31:40,257,47,2,466
2026-04-19 16:32:40,279,65,1,602
2026-04-19 16:33:40,233,59,2,705
2026-04-19 16:34:40,270,56,2,480
2026-04-19 16:35:40,242,48,0,558
2026-04-19 16:36:40,182,36,3,628
2026-04-19 16:37:40,266,70,3,209
2026-04-19 16:38:40,211,56,2,404
2026-04-19 16:39:40,234,37,1,323
2026-04-19 16:40:40,213,45,1,206
2026-04-19 16:41:40,177,41,0,198
2026-04-19 16:42:40,137,30,3,395
2026-04-19 16:43:40,151,59,3,692
2026-04-19 16:44:40,139,36,0,280
2026-04-19 16:45:40,244,34,3,410
2026-04-19 16:46:40,110,65,1,759
2026-04-19 16:47:40,206,39,2,484
2026-04-19 16:48:40,200,51,3,258
2026-04-19 16:49:40,229,62,3,173
2026-04-19 16:50:40,285,72,2,435
2026-04-19 16:51:40,188,54,2,539
2026-04-19 16:52:40,294,32,3,487
2026-04-19 16:53:40,219,30,2,404
2026-04-19 16:54:40,130,64,2,756
2026-04-19 16:55:40,184,66,0,219
2026-04-19 16:56:40,158,54,1,537
2026-04-19 16:57:40,207,47,1,615
2026-04-19 16:58:40,215,36,2,177
2026-04-19 16:59:40,153,75,2,417
2026-04-19 17:00:40,106,75,0,445
2026-04-19 17:01:40,108,38,1,271
2026-04-19 17:02:40,217,32,1,788
2026-04-19 17:03:40,111,70,2,565
2026-04-19 17:04:40,237,67,2,475
2026-04-19 17:05:40,260,53,2,203
2026-04-19 17:06:40,277,35,2,790
2026-04-19 17:07:40,275,61,0,232
2026-04-19 17:08:40,201,69,3,183
2026-04-19 17:09:40,240,70,3,366
2026-04-19 17:10:40,206,33,0,642
2026-04-19 17:11:40,197,45,2,390
2026-04-19 17:12:40,140,45,0,260
2026-04-19 17:13:40,105,66,2,154
2026-04-19 17:14:40,259,60,2,735
2026-04-19 17:15:40,184,53,0,671
2026-04-19 17:16:40,138,45,2,520
2026-04-19 17:17:40,202,53,1,429
2026-04-19 17:18:40,290,58,1,666
2026-04-19 17:19:40,161,50,3,414
2026-04-19 17:20:40,207,52,2,430
2026-04-19 17:21:40,294,63,2,269
2026-04-19 17:22:40,114,48,3,776
2026-04-19 17:23:40,245,39,3,534
2026-04-19 17:24:40,212,50,1,543
2026-04-19 17:25:40,153,61,1,267
2026-04-19 17:26:40,139,71,3,264
2026-04-19 17:27:40,101,69,3,297
2026-04-19 17:28:40,274,30,2,621
2026-04-19 17:29:40,293,48,1,403
2026-04-19 17:30:40,273,43,0,265
2026-04-19 17:31:40,181,69,3,682
2026-04-19 17:32:40,264,36,1,543
2026-04-19 17:33:40,158,46,2,571
2026-04-19 17:34:40,202,35,2,237
2026-04-19 17:35:40,265,65,3,773
2026-04-19 17:36:40,270,48,2,663
2026-04-19 17:37:40,112,57,2,795
2026-04-19 17:38:40,128,44,3,690
2026-04-19 17:39:40,205,32,0,777
2026-04-19 17:40:40,190,35,0,743
2026-04-19 17:41:40,297,42,2,277
2026-04-19 17:42:40,196,31,2,325
2026-04-19 17:43:40,155,37,0,191
2026-04-19 17:44:40,250,63,1,760
2026-04-19 17:45:40,195,31,0,508
2026-04-19 17:46:40,193,56,3,417
2026-04-19 17:47:40,227,38,0,650
2026-04-19 17:48:40,151,31,0,353
2026-04-19 17:49:40,183,65,0,223
2026-04-19 17:50:40,170,33,3,311
2026-04-19 17:51:40,247,75,3,629
2026-04-19 17:52:40,130,52,0,578
2026-04-19 17:53:40,246,75,2,414
2026-04-19 17:54:40,156,30,0,504
2026-04-19 17:55:40,197,57,1,233
2026-04-19 17:56:40,163,72,2,421
2026-04-19 17:57:40,145,53,2,480
2026-04-19 17:58:40,162,57,0,183
2026-04-19 17:59:40,157,30,0,158
2026-04-19 18:00:40,270,72,0,294
2026-04-19 18:01:40,189,58,0,358
2026-04-19 18:02:40,289,35,2,659
2026-04-19 18:03:40,252,34,3,422
2026-04-19 18:04:40,164,56,3,164
2026-04-19 18:05:40,211,42,0,178
2026-04-19 18:06:40,173,32,3,513
2026-04-19 18:07:40,148,36,0,702
2026-04-19 18:08:40,101,71,0,652
2026-04-19 18:09:40,166,52,2,740
2026-04-19 18:10:40,157,49,0,410
2026-04-19 18:11:40,270,46,3,748
2026-04-19 18:12:40,258,40,0,351
2026-04-19 18:13:40,286,42,0,329
2026-04-19 18:14:40,156,31,0,441
2026-04-19 18:15:40,231,32,1,607
2026-04-19 18:16:40,114,66,0,600
2026-04-19 18:17:40,130,60,0,281
2026-04-19 18:18:40,218,69,3,314
2026-04-19 18:19:40,275,55,2,787
2026-04-19 18:20:40,110,38,2,288
2026-04-19 18:21:40,283,35,2,413
2026-04-19 18:22:40,122,63,0,586
2026-04-19 18:23:40,163,57,2,760
2026-04-19 18:24:40,202,72,0,586
2026-04-19 18:25:40,277,52,3,420
2026-04-19 18:26:40,289,48,1,370
2026-04-19 18:27:40,115,67,1,737
2026-04-19 18:28:40,242,38,2,795
2026-04-19 18:29:40,123,43,2,614
2026-04-19 18:30:40,208,46,1,738
2026-04-19 18:31:40,268,34,1,662
2026-04-19 18:32:40,250,48,2,671
2026-04-19 18:33:40,149,36,3,766
2026-04-19 18:34:40,138,57,2,403
2026-04-19 18:35:40,253,66,3,162
2026-04-19 18:36:40,153,61,0,358
2026-04-19 18:37:40,130,46,3,705
2026-04-19 18:38:40,129,41,0,661
2026-04-19 18:39:40,146,72,0,385
2026-04-19 18:40:40,268,73,2,357
2026-04-19 18:41:40,232,54,1,251
2026-04-19 18:42:40,221,36,3,280
2026-04-19 18:43:40,177,45,0,575
2026-04-19 18:44:40,158,62,0,229
2026-04-19 18:45:40,192,61,0,535
2026-04-19 18:46:40,159,53,1,324
2026-04-19 18:47:40,123,75,1,248
2026-04-19 18:48:40,193,64,0,520
2026-04-19 18:49:40,112,42,0,612
2026-04-19 18:50:40,205,71,2,792
2026-04-19 18:51:40,154,59,3,353
2026-04-19 18:52:40,238,61,2,180
2026-04-19 18:53:40,152,70,3,741
2026-04-19 18:54:40,171,48,0,153
2026-04-19 18:55:40,121,43,2,733
2026-04-19 18:56:40,107,41,2,155
2026-04-19 18:57:40,294,37,0,430
2026-04-19 18:58:40,292,66,0,497
2026-04-19 18:59:40,147,42,1,330
2026-04-19 19:00:40,105,68,3,771
2026-04-19 19:01:40,201,59,2,508
2026-04-19 19:02:40,206,52,0,384
2026-04-19 19:03:40,264,64,3,256
2026-04-19 19:04:40,160,40,1,665
2026-04-19 19:05:40,222,43,3,379
2026-04-19 19:06:40,294,51,0,404
2026-04-19 19:07:40,114,30,2,457
2026-04-19 19:08:40,195,60,3,277
2026-04-19 19:09:40,106,33,3,580
2026-04-19 19:10:40,198,48,2,628
2026-04-19 19:11:40,237,70,3,729
2026-04-19 19:12:40,288,33,2,350
2026-04-19 19:13:40,226,30,2,332
